0 0.000162 
1 0.000164 
2 0.000162 
3 0.000183 
4 0.000188 
5 0.000190 
6 0.000193 
7 0.000198 
8 0.000176 
9 0.000173 
10 0.000172 
11 0.000181 
12 0.000194 
13 0.000194 
14 0.000202 
15 0.000208 
16 0.000209 
17 0.000210 
18 0.000217 
19 0.000209 
20 0.000219 
21 0.000211 
22 0.000219 
23 0.000226 
24 0.000228 
25 0.000216 
26 0.000244 
27 0.000241 
28 0.000252 
29 0.000223 
30 0.000237 
31 0.000242 
32 0.000253 
33 0.000236 
34 0.000217 
35 0.000208 
36 0.000219 
37 0.000201 
38 0.000368 
39 0.000336 
40 0.000244 
41 0.000225 
42 0.000229 
43 0.000418 
44 0.000268 
45 0.000237 
46 0.000236 
47 0.000238 
48 0.000253 
49 0.000212 
50 0.000230 
51 0.000230 
52 0.000249 
53 0.000242 
54 0.000252 
55 0.000249 
56 0.000247 
57 0.000229 
58 0.000234 
59 0.000244 
60 0.000243 
61 0.000240 
62 0.000247 
63 0.000246 
64 0.000258 
65 0.000237 
66 0.000235 
67 0.000332 
68 0.000271 
69 0.000261 
70 0.000266 
71 0.000263 
72 0.000286 
73 0.000272 
74 0.000275 
75 0.000260 
76 0.000258 
77 0.000242 
78 0.000247 
79 0.000259 
80 0.000241 
81 0.000234 
82 0.000246 
83 0.000250 
84 0.000248 
85 0.000249 
86 0.000258 
87 0.000252 
88 0.000270 
89 0.000231 
90 0.000225 
